$GPGGA,090000.00,3606.89642675,N,12927.36564668,E,1,05,2.87,160.00,M,-21.3213,M,,*74
$GPGGA,090000.05,3606.89642675,N,12927.36564668,E,1,05,2.87,160.00,M,-21.3213,M,,*71
$GPGGA,090000.10,3606.89642675,N,12927.36564668,E,1,05,2.87,160.00,M,-21.3213,M,,*75
$GPGGA,090000.15,3606.89642675,N,12927.36564668,E,1,05,2.87,160.00,M,-21.3213,M,,*70
$GPGGA,090000.20,3606.89642675,N,12927.36564668,E,1,05,2.87,160.00,M,-21.3213,M,,*76
$GPGGA,090000.25,3606.89642675,N,12927.36564668,E,1,05,2.87,160.00,M,-21.3213,M,,*73
$GPGGA,090000.30,3606.89642675,N,12927.36564668,E,1,05,2.87,160.00,M,-21.3213,M,,*77
$GPGGA,090000.35,3606.89642675,N,12927.36564668,E,1,05,2.87,160.00,M,-21.3213,M,,*72
$GPGGA,090000.40,3606.89642675,N,12927.36564668,E,1,05,2.87,160.00,M,-21.3213,M,,*70
$GPGGA,090000.45,3606.89642675,N,12927.36564668,E,1,05,2.87,160.00,M,-21.3213,M,,*75
$GPGGA,090000.50,3606.89642675,N,12927.36564668,E,1,05,2.87,160.00,M,-21.3213,M,,*71
$GPGGA,090000.55,3606.89642675,N,12927.36564668,E,1,05,2.87,160.00,M,-21.3213,M,,*74
$GPGGA,090000.60,3606.89642675,N,12927.36564668,E,1,05,2.87,160.00,M,-21.3213,M,,*72
$GPGGA,090000.65,3606.89642675,N,12927.36564668,E,1,05,2.87,160.00,M,-21.3213,M,,*77
$GPGGA,090000.70,3606.89642675,N,12927.36564668,E,1,05,2.87,160.00,M,-21.3213,M,,*73
$GPGGA,090000.75,3606.89642675,N,12927.36564668,E,1,05,2.87,160.00,M,-21.3213,M,,*76
$GPGGA,090000.80,3606.89642675,N,12927.36564668,E,1,05,2.87,160.00,M,-21.3213,M,,*7C
$GPGGA,090000.85,3606.89642675,N,12927.36564668,E,1,05,2.87,160.00,M,-21.3213,M,,*79
$GPGGA,090000.90,3606.89642675,N,12927.36564668,E,1,05,2.87,160.00,M,-21.3213,M,,*7D
$GPGGA,090000.95,3606.89642675,N,12927.36564668,E,1,05,2.87,160.00,M,-21.3213,M,,*78
$GPGGA,090001.00,3606.89642675,N,12927.36564668,E,1,05,2.87,160.00,M,-21.3213,M,,*75
$GPGGA,090001.05,3606.89642675,N,12927.36564668,E,1,05,2.87,160.00,M,-21.3213,M,,*70
$GPGGA,090001.10,3606.89642675,N,12927.36564668,E,1,05,2.87,160.00,M,-21.3213,M,,*74
$GPGGA,090001.15,3606.89642675,N,12927.36564668,E,1,05,2.87,160.00,M,-21.3213,M,,*71
$GPGGA,090001.20,3606.89642675,N,12927.36564668,E,1,05,2.87,160.00,M,-21.3213,M,,*77
$GPGGA,090001.25,3606.89642675,N,12927.36564668,E,1,05,2.87,160.00,M,-21.3213,M,,*72
$GPGGA,090001.30,3606.89642675,N,12927.36564668,E,1,05,2.87,160.00,M,-21.3213,M,,*76
$GPGGA,090001.35,3606.89642675,N,12927.36564668,E,1,05,2.87,160.00,M,-21.3213,M,,*73
$GPGGA,090001.40,3606.89642675,N,12927.36564668,E,1,05,2.87,160.00,M,-21.3213,M,,*71
$GPGGA,090001.45,3606.89642675,N,12927.36564668,E,1,05,2.87,160.00,M,-21.3213,M,,*74
$GPGGA,090001.50,3606.89642675,N,12927.36564668,E,1,05,2.87,160.00,M,-21.3213,M,,*70
$GPGGA,090001.55,3606.89642675,N,12927.36564668,E,1,05,2.87,160.00,M,-21.3213,M,,*75
$GPGGA,090001.60,3606.89642675,N,12927.36564668,E,1,05,2.87,160.00,M,-21.3213,M,,*73
$GPGGA,090001.65,3606.89642675,N,12927.36564668,E,1,05,2.87,160.00,M,-21.3213,M,,*76
$GPGGA,090001.70,3606.89642675,N,12927.36564668,E,1,05,2.87,160.00,M,-21.3213,M,,*72
$GPGGA,090001.75,3606.89642675,N,12927.36564668,E,1,05,2.87,160.00,M,-21.3213,M,,*77
$GPGGA,090001.80,3606.89642675,N,12927.36564668,E,1,05,2.87,160.00,M,-21.3213,M,,*7D
$GPGGA,090001.85,3606.89642675,N,12927.36564668,E,1,05,2.87,160.00,M,-21.3213,M,,*78
$GPGGA,090001.90,3606.89642675,N,12927.36564668,E,1,05,2.87,160.00,M,-21.3213,M,,*7C
$GPGGA,090001.95,3606.89642675,N,12927.36564668,E,1,05,2.87,160.00,M,-21.3213,M,,*79
$GPGGA,090002.00,3606.89642675,N,12927.36564668,E,1,05,2.87,160.00,M,-21.3213,M,,*76
$GPGGA,090002.05,3606.89642675,N,12927.36564668,E,1,05,2.87,160.00,M,-21.3213,M,,*73
$GPGGA,090002.10,3606.89642675,N,12927.36564668,E,1,05,2.87,160.00,M,-21.3213,M,,*77
$GPGGA,090002.15,3606.89642675,N,12927.36564668,E,1,05,2.87,160.00,M,-21.3213,M,,*72
$GPGGA,090002.20,3606.89642675,N,12927.36564668,E,1,05,2.87,160.00,M,-21.3213,M,,*74
$GPGGA,090002.25,3606.89642675,N,12927.36564668,E,1,05,2.87,160.00,M,-21.3213,M,,*71
